VRM,MAKE,MODEL,AGE_GROUP,BODY_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,COLOUR,PRICE,MILEAGE,RETAIL_DESIRABILITY_SCORE,PASSENGERS
BL70GFU,AUDI,Q3,3-4 years old,suv,PETROL,manual,SILVER,15790,68892,0.7329093215,8
S333DMR,BMW,M4,5-6 years old,coupe,PETROL,semiAutomatic,GREY,33550,31572,0.8483827964,4
FG68NVZ,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,manual,GREY,11450,47141,0.7450078719,5
DA71GZT,LEXUS,UX,3-4 years old,suv,ELECTRIC,automatic,GREY,16700,10493,0.5853837731,8
HT21TUJ,BMW,3 SERIES,3-4 years old,saloon,PETROL,semiAutomatic,BLACK,22450,45755,0.8997671264,5
SA72FUH,KIA,XCEED,0-2 years old,hatchback,PETROL,manual,GREY,14350,31959,0.5360598428,5
MK21HGD,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,SILVER,14200,23594,0.7191443889,5
VN70GHV,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,semiAutomatic,BLUE,21650,26618,0.7672516598,8
BG68WWO,HYUNDAI,I10,5-6 years old,hatchback,PETROL,manual,RED,7400,16196,0.6535094247,5
HJ67HBX,RENAULT,CAPTUR,7-8 years old,suv,PETROL,manual,WHITE,9200,45094,0.5565580837,8
PO67XHG,TOYOTA,AYGO,7-8 years old,hatchback,PETROL,manual,RED,5950,59337,0.6421966284,5
GU21VNN,LAND ROVER,DISCOVERY SPORT,3-4 years old,suv,DIESEL,automatic,ORANGE,23390,60290,0.5890076605,8
MH72CGE,FIAT,500,0-2 years old,hatchback,PETROL,manual,RED,10800,8605,0.9526462946,5
FP67XHM,PEUGEOT,208,7-8 years old,hatchback,PETROL,manual,RED,8950,19930,0.3680667302,5
WB19KLK,VOLVO,XC90,5-6 years old,suv,DIESEL,semiAutomatic,SILVER,32900,28183,0.6719992646,8
SH70SPZ,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,RED,10230,37885,0.782442271,5
WJ67XMY,BMW,1 SERIES,7-8 years old,hatchback,PETROL,semiAutomatic,BLACK,16300,49193,0.6394348732,5
YK21UTL,MERCEDES-BENZ,A-CLASS,3-4 years old,hatchback,DIESEL,manual,GREY,16900,27374,0.8981607309,5
WF22OUL,MG,HS,3-4 years old,suv,PETROL,manual,BLACK,14550,24276,0.6103534847,8
OE21XMH,VOLKSWAGEN,UP!,3-4 years old,hatchback,PETROL,manual,BLACK,10900,25708,0.8195744907,5
AK68ETU,KIA,OPTIMA,5-6 years old,estate,DIESEL,manual,BLUE,12450,38778,0.6489306817,7
BK21KDF,SKODA,OCTAVIA,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLUE,19850,48782,0.8316288219,7
SM71LWY,BMW,3 SERIES,3-4 years old,estate,DIESEL,semiAutomatic,BLUE,20200,62986,0.7219057789,7
BL21HPK,HYUNDAI,IONIQ,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,WHITE,14290,32750,0.7972774741,5
PY20HCK,MERCEDES-BENZ,E-CLASS,5-6 years old,saloon,DIESEL,semiAutomatic,BLACK,26400,29732,0.381503027,5
DA22LPO,BMW,X1,3-4 years old,suv,PETROL,semiAutomatic,BLUE,22170,29403,0.9156522029,8
LA21ENR,KIA,E-NIRO,3-4 years old,suv,ELECTRIC,automatic,GREY,14100,48943,0.7100866966,8
YC70UON,MINI,HATCHBACK,3-4 years old,hatchback,PETROL,semiAutomatic,ORANGE,14300,49357,0.5631259254,5
ML19ZYX,MINI,CONVERTIBLE,5-6 years old,convertible,PETROL,semiAutomatic,GREY,17250,18947,0.7299968488,4
BT71HHB,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROL,manual,GREY,16200,30736,0.6943525292,5
ME19XPX,PEUGEOT,308,5-6 years old,hatchback,PETROL,manual,BLACK,10960,22499,0.8186413252,5
FE19XDS,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,SILVER,9900,35312,0.7248686313,8
FE70VHB,BMW,1 SERIES,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,18750,41862,0.8090128825,5
GP68VNV,MINI,CLUBMAN,5-6 years old,estate,PETROL,semiAutomatic,BLACK,12200,68504,0.406863303,7
YC23LXL,VOLKSWAGEN,GOLF,0-2 years old,hatchback,PETROL,semiAutomatic,WHITE,24900,37357,0.8295922305,5
VO22MUB,BMW,3 SERIES,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLUE,23300,40958,0.8631232066,7
YF21AFJ,FORD,FOCUS,3-4 years old,hatchback,PETROL,automatic,BLUE,15450,31671,0.7194861239,5
DP70NZA,NISSAN,LEAF,3-4 years old,hatchback,ELECTRIC,automatic,BLACK,9050,23585,0.7157433916,5
LS21GNN,MERCEDES-BENZ,GLA,3-4 years old,suv,PETROL,semiAutomatic,RED,20580,75371,0.3195888163,8
SO18MYT,CITROEN,C4 CACTUS,5-6 years old,suv,PETROL,manual,BLACK,8350,56209,0.9001685889,8
KR71EUY,AUDI,A3,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLUE,21550,16388,0.7125994194,5
RE21FPG,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,semiAutomatic,BLUE,21190,20067,0.7672516598,8
LL22FZS,AUDI,A3,3-4 years old,saloon,PETROL,semiAutomatic,BLACK,22180,24340,0.6329781123,5
SD72XJP,VAUXHALL,MOKKA,0-2 years old,suv,PETROL,manual,BLUE,14020,25405,0.4881942021,8
WN70JPJ,PEUGEOT,3008,3-4 years old,suv,PETROL,semiAutomatic,BRONZE,15950,36880,0.7693951684,8
DV23VAU,NISSAN,JUKE,0-2 years old,suv,PETROL,manual,BLACK,12890,41790,0.6673581562,8
RE20PNX,VOLKSWAGEN,T-ROC,5-6 years old,suv,PETROL,semiAutomatic,BLACK,20000,43776,0.7672516598,8
DN22TZD,NISSAN,LEAF,3-4 years old,hatchback,ELECTRIC,automatic,RED,10000,35252,0.4327252831,5
CJ23XJZ,MG,MG4,0-2 years old,suv,ELECTRIC,automatic,BLACK,16900,11440,0.5700672262,8
EJ22YOC,PEUGEOT,E-2008,3-4 years old,suv,ELECTRIC,automatic,BLACK,14250,31114,0.7544094133,8
CX73OVW,SKODA,OCTAVIA,0-2 years old,estate,DIESEL,manual,BLUE,20210,13971,0.8524990541,7
FX70XXV,TOYOTA,YARIS,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,GREY,14890,12905,0.5114324958,5
KM21WKD,SEAT,TARRACO,3-4 years old,suv,PETROL,automatic,GREY,20550,63384,0.7097528565,8
ML71PUA,BMW,IX3,3-4 years old,suv,ELECTRIC,automatic,BLACK,21450,65386,0.4427020664,8
YA70VRU,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,manual,GREY,13250,65958,0.7459438358,8
GY71WVJ,BMW,1 SERIES,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,21550,12759,0.787349322,5
LM21DVB,TOYOTA,C-HR,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,WHITE,17390,27571,0.6514316148,8
LT18UGF,FIAT,500,7-8 years old,hatchback,PETROL,manual,WHITE,6350,44933,0.7319694771,5
EY22JKV,NISSAN,QASHQAI,3-4 years old,suv,PETROL,manual,GREY,15100,33831,0.8094125198,8
MC19JZD,SKODA,KODIAQ,5-6 years old,suv,DIESEL,automatic,WHITE,17650,76850,0.825007579,8
CF72DYA,CITROEN,C3,0-2 years old,hatchback,PETROL,manual,GREY,11130,30131,0.7580797784,5
HK71OBF,HYUNDAI,KONA,3-4 years old,suv,PETROL,manual,WHITE,15450,16107,0.5799235268,8
YW67EUK,MAZDA,CX-5,7-8 years old,suv,DIESEL,automatic,GREY,17020,19362,0.4589424719,8
SD18XWE,RENAULT,CLIO,7-8 years old,hatchback,PETROL,manual,SILVER,6430,74630,0.6457279516,5
LS69XDV,LAND ROVER,RANGE ROVER VELAR,5-6 years old,suv,DIESEL,automatic,BLACK,22100,36791,0.7479893616,8
GX19JWY,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,RED,16150,22128,0.7436064742,5
YY70KRN,AUDI,A5,3-4 years old,coupe,PETROL,semiAutomatic,WHITE,21500,28859,0.6334696237,4
DE22PXJ,KIA,SPORTAGE,3-4 years old,suv,PETROL,manual,WHITE,21600,29626,0.6897363487,8
YY22MPZ,FORD,PUMA,3-4 years old,suv,PETROL,semiAutomatic,SILVER,16950,29380,0.5714079223,8
LS22BTE,TOYOTA,RAV4,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLACK,24600,30224,0.8627539202,8
OU19HCF,BMW,3 SERIES,5-6 years old,saloon,DIESEL,manual,BLUE,17250,60083,0.4085418897,5
CK22LSD,PEUGEOT,208,3-4 years old,hatchback,PETROL,manual,GREY,12670,43061,0.7577618165,5
LX22TXB,AUDI,Q3,3-4 years old,suv,PETROL,semiAutomatic,GREY,26000,41266,0.7071493734,8
YK19LEC,MAZDA,MX-5,5-6 years old,convertible,PETROL,manual,SILVER,17400,17897,0.7683030293,4
SB19ZPG,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,SILVER,9150,42631,0.7158333313,8
YP21CNV,FORD,KUGA,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,GREY,16550,56305,0.6922565727,8
AV20WFK,JAGUAR,E-PACE,5-6 years old,suv,PETROL,automatic,RED,20700,46477,0.7352929808,8
CU21JXJ,MAZDA,CX-30,3-4 years old,suv,PETROL,manual,WHITE,17650,32033,0.2327630238,8
MM21OZH,SKODA,KAROQ,3-4 years old,suv,PETROL,automatic,GREY,21800,24607,0.7692253029,8
DL68OOU,AUDI,Q2,5-6 years old,suv,DIESEL,manual,BLACK,15400,39146,0.7661574406,8
VK21RCO,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,automatic,BLUE,15750,24234,0.8204613675,8
CA22LJZ,PEUGEOT,E-208,3-4 years old,hatchback,ELECTRIC,automatic,GREY,11250,27876,0.7832295308,5
CF71UOB,CITROEN,C4,3-4 years old,hatchback,PETROL,semiAutomatic,BLACK,14890,19929,0.8144397722,5
WU21TPZ,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROL,manual,YELLOW,18100,33173,0.6152056805,5
MW70NCC,SKODA,KAROQ,3-4 years old,suv,PETROL,manual,GREY,15050,35130,0.7046899802,8
DU69NZD,NISSAN,X-TRAIL,5-6 years old,suv,DIESEL,manual,GREY,14600,56293,0.6894007177,8
MK72OMS,SKODA,OCTAVIA,0-2 years old,hatchback,PETROL,manual,GREY,13250,59266,0.8342233238,5
WR70XXB,TOYOTA,RAV4,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLACK,20900,71344,0.4772674682,8
YP69CPY,FORD,FOCUS,5-6 years old,hatchback,PETROL,manual,SILVER,12500,25162,0.7102910802,5
YP22VTU,VOLVO,C40,3-4 years old,suv,ELECTRIC,automatic,BLACK,23890,36139,0.4199865265,8
NL23XTY,KIA,SPORTAGE,0-2 years old,suv,PETROLELECTRICHYBRID,automatic,GREY,24400,51647,0.684172208,8
KW19XPT,MERCEDES-BENZ,CLS,5-6 years old,coupe,DIESEL,semiAutomatic,BLACK,24250,61140,0.4233230118,4
RF67WWV,JAGUAR,XF,7-8 years old,saloon,PETROL,automatic,GREY,17250,21432,0.4954167092,5
VN22ZYE,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLUE,12350,9914,0.8135150837,5
BL70XVO,NISSAN,QASHQAI,3-4 years old,suv,PETROL,semiAutomatic,BLACK,17000,20133,0.6135231126,8
LO20USH,SEAT,TARRACO,5-6 years old,suv,PETROL,semiAutomatic,WHITE,20150,47019,0.7054196482,8
PK71XYM,BMW,3 SERIES,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,18250,78213,0.6940814439,7
LM21DVT,FORD,PUMA,3-4 years old,suv,PETROL,manual,RED,13250,40192,0.6703324469,8
NL70VLN,VOLVO,XC60,3-4 years old,suv,DIESEL,semiAutomatic,SILVER,23280,43693,0.4686403887,8
CA22NNT,MG,HS,3-4 years old,suv,PETROL,manual,WHITE,13750,16950,0.6649249934,8
DS22ONH,KIA,SPORTAGE,0-2 years old,suv,PETROLELECTRICHYBRID,automatic,RED,22900,34512,0.8344546325,8
DE22PHO,AUDI,Q3,3-4 years old,suv,PETROL,manual,WHITE,25380,18647,0.6855336446,8
YH71LZA,PEUGEOT,2008,3-4 years old,suv,PETROL,manual,ORANGE,14650,35318,0.6867148172,8
DF70OKZ,VOLVO,XC60,3-4 years old,suv,PETROL,semiAutomatic,SILVER,26400,32227,0.5076786761,8
MA22OUX,RENAULT,ZOE,3-4 years old,hatchback,ELECTRIC,automatic,BLACK,8900,50376,0.7950844283,5
AM53MUZ,MERCEDES-BENZ,C-CLASS,5-6 years old,coupe,DIESEL,semiAutomatic,GREY,17700,57227,0.6092897268,4
LC71HWM,BMW,3 SERIES,3-4 years old,estate,DIESEL,semiAutomatic,WHITE,18800,70087,0.7219057789,7
HJ22GZO,BMW,X2,3-4 years old,suv,PETROL,semiAutomatic,BLACK,22500,18119,0.6218748892,8
VK22LWN,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,automatic,BLACK,13260,15174,0.8284535811,5
DF21HLZ,PEUGEOT,3008,3-4 years old,suv,DIESEL,manual,GREY,13550,54479,0.7587908727,8
DE20YMF,VOLKSWAGEN,TIGUAN,5-6 years old,suv,PETROL,semiAutomatic,WHITE,19650,64676,0.8512178956,8
MW22CHX,VOLKSWAGEN,ID.3,3-4 years old,hatchback,ELECTRIC,automatic,GREY,15750,23473,0.8075787482,5
HV22WFP,MINI,HATCHBACK,3-4 years old,hatchback,ELECTRIC,automatic,SILVER,13100,25775,0.9646294913,5
CV22LWZ,SEAT,ARONA,3-4 years old,suv,PETROL,manual,WHITE,14400,23876,0.6171122805,8
WD19RYW,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,SILVER,9150,39368,0.7074737961,5
FN72LPK,SEAT,LEON,0-2 years old,hatchback,DIESEL,manual,SILVER,14850,41997,0.8326837227,5
FG21HZT,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,BLACK,10550,22598,0.6590438491,5
DL22OVX,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,WHITE,18390,15136,0.6692106179,8
MD19UWN,KIA,PICANTO,5-6 years old,hatchback,PETROL,manual,BLUE,7600,42668,0.7156880317,5
WT19NCO,NISSAN,QASHQAI,5-6 years old,suv,PETROL,semiAutomatic,BLUE,15050,15236,0.6223208921,8
YR22CCU,VOLVO,C40,3-4 years old,suv,ELECTRIC,automatic,BLUE,24400,31112,0.4199865265,8
YO70DJJ,FORD,PUMA,3-4 years old,suv,PETROL,manual,GREY,14700,31918,0.7128731303,8
YR21UUF,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,GREY,13370,8178,0.7065676714,5
RE72LGG,VOLKSWAGEN,GOLF,0-2 years old,hatchback,PETROL,manual,BLUE,17400,14985,0.8160303561,5
SK70ZFZ,TOYOTA,C-HR,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,16300,38467,0.6514316148,8
LG70UDW,BMW,3 SERIES,3-4 years old,saloon,PETROL,semiAutomatic,BLUE,23450,27125,0.5952802903,5
HN70WWR,VOLVO,XC40,3-4 years old,suv,PETROL,semiAutomatic,BLACK,22100,32017,0.8465091397,8
WR20HPO,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,GREY,12850,18604,0.8678524071,5
PE68URM,SEAT,ARONA,5-6 years old,suv,PETROL,semiAutomatic,BLACK,13900,20405,0.6397447197,8
GC18ZKV,VOLKSWAGEN,BEETLE,5-6 years old,hatchback,PETROL,semiAutomatic,BLUE,13400,57704,0.473445659,5
DE21YWR,SEAT,ATECA,3-4 years old,suv,PETROL,semiAutomatic,BLACK,15900,31661,0.7158785502,8
GV23VKM,AUDI,A1,0-2 years old,hatchback,PETROL,semiAutomatic,GREY,17650,37986,0.7121369307,5
BX19YCV,MAZDA,MX-5,5-6 years old,convertible,PETROL,manual,BLACK,15600,13756,0.679233204,4
BD20JYY,FORD,PUMA,5-6 years old,suv,PETROL,manual,WHITE,14250,26878,0.4705504426,8
HF73UYA,CUPRA,LEON,0-2 years old,hatchback,PETROL,semiAutomatic,GREY,23500,33690,0.8275954143,5
SK71AYD,AUDI,A4 AVANT,3-4 years old,estate,DIESEL,semiAutomatic,GREY,22350,44335,0.6825530526,7
VE70NLP,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,BRONZE,15360,41314,0.3752130295,8
VN22KOU,VAUXHALL,CORSA-E,3-4 years old,hatchback,ELECTRIC,automatic,BLUE,12200,15229,0.7385442986,5
WR22GKP,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,automatic,GREY,18100,10979,0.6935979614,8
PJ22OOA,MERCEDES-BENZ,C-CLASS,3-4 years old,convertible,DIESEL,semiAutomatic,GREY,27400,30501,0.5481887363,4
DV22YCT,NISSAN,QASHQAI,3-4 years old,suv,PETROL,semiAutomatic,BLACK,17950,21288,0.7510294679,8
SG67CZH,NISSAN,QASHQAI,7-8 years old,suv,PETROL,manual,BLUE,11900,53338,0.6374539279,8
OE22AVO,JAGUAR,I-PACE,3-4 years old,suv,ELECTRIC,automatic,BLACK,22900,31373,0.7460899293,8
AF69VFR,SKODA,KAROQ,5-6 years old,suv,PETROL,manual,BLUE,13220,32121,0.5024876964,8
LD19CLV,KIA,PICANTO,5-6 years old,hatchback,PETROL,manual,SILVER,8700,11305,0.7156880317,5
YB72NTD,SEAT,IBIZA,0-2 years old,hatchback,PETROL,manual,RED,14700,19513,0.7574263674,5
YH70EOR,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROL,manual,BLACK,13850,47977,0.7393450786,5
GC16HWE,DACIA,SANDERO STEPWAY,9+ years old,hatchback,PETROL,manual,WHITE,5550,68824,0.1422419613,5
VA22EUK,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,10540,24486,0.8135150837,5
CT19HZU,AUDI,Q2,5-6 years old,suv,DIESEL,manual,RED,12650,55755,0.8487472553,8
FV71RYF,TOYOTA,AYGO X,3-4 years old,hatchback,PETROL,manual,WHITE,10800,16312,0.6589083421,5
WF71EWO,BMW,3 SERIES,3-4 years old,estate,DIESEL,semiAutomatic,WHITE,21330,39631,0.7219057789,7
PY22ASV,TOYOTA,COROLLA,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,BLUE,15890,24667,0.7997111498,5
LD22WWY,MAZDA,MAZDA3,3-4 years old,hatchback,PETROL,manual,BLUE,16300,17375,0.7275870319,5
WG22DTK,JAGUAR,I-PACE,3-4 years old,suv,ELECTRIC,automatic,WHITE,21150,47270,0.7460899293,8
YF21CGK,CUPRA,FORMENTOR,3-4 years old,suv,PETROL,semiAutomatic,GREY,25900,15927,0.7233343067,8
FE17ECZ,AUDI,TT,7-8 years old,coupe,PETROL,manual,SILVER,14050,35637,0.7151751612,4
CK21JPJ,DS,DS 3 CROSSBACK,3-4 years old,suv,PETROL,semiAutomatic,BLACK,12950,38908,0.7968568419,8
EF69TWC,BMW,X1,5-6 years old,suv,PETROL,semiAutomatic,GREY,19900,31065,0.7249972018,8
ML69PZZ,PEUGEOT,2008,5-6 years old,suv,PETROL,manual,GREY,9200,46383,0.7246585203,8
RV21CFJ,VOLKSWAGEN,T-ROC,3-4 years old,convertible,PETROL,semiAutomatic,BLACK,23050,27456,0.7676422261,4
KR19BHY,SUZUKI,SWIFT,5-6 years old,hatchback,PETROL,manual,RED,8400,49191,0.5540315719,5
ET19FGU,FIAT,500,5-6 years old,hatchback,PETROL,manual,GREEN,8050,31754,0.7296316775,5
DV71XVR,NISSAN,MICRA,3-4 years old,hatchback,PETROL,automatic,GREY,12340,28072,0.6160331479,5
YE21NCZ,LAND ROVER,RANGE ROVER VELAR,3-4 years old,suv,DIESEL,automatic,GREY,25000,71963,0.7818970185,8
BD19AXO,MERCEDES-BENZ,GLC,5-6 years old,suv,PETROL,semiAutomatic,GREY,20600,41418,0.6655883698,8
KO69FHF,CITROEN,C5 AIRCROSS,5-6 years old,suv,DIESEL,semiAutomatic,RED,13900,29862,0.62615688,8
SA16PFH,BMW,X5,9+ years old,suv,DIESEL,automatic,GREY,25000,45114,0.4495214044,8
OV21KUH,PEUGEOT,208,3-4 years old,hatchback,PETROL,manual,GREY,11250,35644,0.3393884678,5
FH68FDL,RENAULT,TWINGO,5-6 years old,hatchback,PETROL,manual,GREEN,7400,19066,0.3397558839,5
SK24EEF,SEAT,LEON,0-2 years old,hatchback,PETROL,manual,BLUE,15650,9193,0.7610197895,5
YC70WRP,BMW,3 SERIES,3-4 years old,saloon,PETROL,semiAutomatic,GREY,18100,61640,0.8046430009,5
KS23FAO,MG,MG4,0-2 years old,suv,ELECTRIC,automatic,ORANGE,16200,12520,0.5700672262,8
OW72EBN,JAGUAR,I-PACE,0-2 years old,suv,ELECTRIC,automatic,BLACK,24200,35093,0.7460899293,8
SN21GRD,CITROEN,C1,3-4 years old,hatchback,PETROL,manual,BLACK,7800,36424,0.6772889332,5
WM70RJZ,MERCEDES-BENZ,E-CLASS,3-4 years old,coupe,DIESEL,semiAutomatic,SILVER,25050,35446,0.710809342,4
CK19WNU,KIA,STONIC,5-6 years old,suv,PETROL,manual,WHITE,10100,53053,0.8034984881,8
RO21XUP,MAZDA,MAZDA3,3-4 years old,saloon,PETROL,automatic,BLACK,17250,34444,0.5992900823,5
LR70ORW,NISSAN,JUKE,3-4 years old,suv,PETROL,manual,BLUE,11750,33320,0.6922305468,8
KS21TVW,SEAT,LEON,3-4 years old,estate,PETROL,semiAutomatic,GREY,14900,46226,0.7534972973,7
KS21GBF,BMW,1 SERIES,3-4 years old,hatchback,DIESEL,manual,WHITE,14550,67983,0.8185080787,5
YC22OLP,AUDI,A4,3-4 years old,saloon,PETROL,semiAutomatic,BLACK,22370,30211,0.6358771676,5
PK70GJX,KIA,RIO,3-4 years old,hatchback,PETROL,manual,RED,9300,32581,0.7579488359,5
BD22ENF,CITROEN,C4,3-4 years old,hatchback,PETROL,semiAutomatic,GREY,15550,15886,0.8144397722,5
BG24SYR,VOLKSWAGEN,TAIGO,0-2 years old,suv,PETROL,automatic,BLACK,21400,13833,0.4316716436,8
RE22PLJ,TOYOTA,C-HR,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,GREY,15850,48986,0.8159571805,8
NV23CUA,TOYOTA,YARIS,0-2 years old,hatchback,PETROLELECTRICHYBRID,automatic,WHITE,14900,41003,0.5114324958,5
EJ71YWM,FORD,PUMA,3-4 years old,suv,PETROL,manual,GREY,14250,22620,0.6738770985,8
DA70ATU,SKODA,KODIAQ,3-4 years old,suv,DIESEL,automatic,SILVER,20800,44223,0.9129150252,8
LP69NHX,MERCEDES-BENZ,CLA,5-6 years old,coupe,PETROL,semiAutomatic,WHITE,16690,71206,0.6875606583,4
FH21TGK,SUZUKI,IGNIS,3-4 years old,suv,PETROL,manual,YELLOW,12200,15219,0.5852132501,8
GV69VLU,SEAT,IBIZA,5-6 years old,hatchback,PETROL,manual,SILVER,14200,14596,0.8127964973,5
VK21BPF,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLUE,10590,22113,0.7807076729,5
RE69UCF,BMW,5 SERIES,5-6 years old,saloon,PETROL,semiAutomatic,BLACK,19750,37282,0.7294818573,5
BK23WPL,KIA,NIRO,0-2 years old,suv,PETROLELECTRICHYBRID,automatic,ORANGE,19650,8460,0.5608743223,8
GN65XRS,PEUGEOT,3008,9+ years old,suv,DIESEL,manual,RED,6250,82872,0.4167524659,8
SB19DXK,RENAULT,CAPTUR,5-6 years old,suv,PETROL,manual,BLUE,8190,35291,0.4312015197,8
WV22GFO,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,BLUE,17950,41688,0.6692106179,8
BP71HXU,VAUXHALL,CROSSLAND,3-4 years old,suv,PETROL,manual,ORANGE,11900,18109,0.4229474515,8
AF69ZRO,TOYOTA,AYGO,5-6 years old,hatchback,PETROL,manual,RED,9650,25669,0.6334621188,5
YA69CXP,FIAT,500,5-6 years old,hatchback,PETROL,manual,GREY,8450,27379,0.7296316775,5
YB72OMY,KIA,SPORTAGE,0-2 years old,suv,DIESEL,automatic,WHITE,24450,22563,0.5294792015,8
CE18XYJ,MITSUBISHI,ECLIPSE CROSS,7-8 years old,suv,PETROL,semiAutomatic,GREY,11400,60140,0.6188580602,8
MM21PNJ,SKODA,FABIA,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,14650,16256,0.8191915409,5
FE67MWK,RENAULT,CAPTUR,7-8 years old,suv,PETROL,manual,RED,8600,39088,0.5728258999,8
GV21UMF,AUDI,A4,3-4 years old,saloon,DIESEL,semiAutomatic,BLUE,19500,24003,0.6433956827,5
MA21YNH,SKODA,FABIA,3-4 years old,hatchback,PETROL,semiAutomatic,GREY,13650,28479,0.8191915409,5
FE70YLT,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,manual,BLACK,14100,31494,0.6490865382,8
BJ20XFM,SKODA,OCTAVIA,5-6 years old,estate,PETROL,manual,BLUE,14950,26869,0.7033420884,7
HK65CGF,BMW,3 SERIES,9+ years old,saloon,DIESEL,semiAutomatic,RED,12350,57947,0.8379845789,5
LL21HZA,AUDI,A3,3-4 years old,hatchback,PETROL,semiAutomatic,WHITE,19100,16778,0.7948188318,5
PRZ7854,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,ORANGE,11000,26082,0.6647757553,8
ST19BFY,AUDI,Q5,5-6 years old,suv,DIESEL,semiAutomatic,WHITE,21490,47154,0.7645436408,8
HF20NLE,BMW,3 SERIES,5-6 years old,saloon,DIESEL,semiAutomatic,BLUE,22500,52320,0.5601459235,5
RX69HDU,FORD,FIESTA,5-6 years old,hatchback,PETROL,semiAutomatic,BLUE,12220,22390,0.582607772,5
VK22LTX,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,automatic,ORANGE,13260,14072,0.8284535811,5
WG67RUW,MERCEDES-BENZ,CLA,7-8 years old,coupe,PETROL,semiAutomatic,RED,14020,52809,0.6822956548,4
FD68VZE,HONDA,CIVIC,5-6 years old,hatchback,PETROL,automatic,WHITE,12650,47425,0.7677070218,5
WG18WOA,MERCEDES-BENZ,C-CLASS,7-8 years old,coupe,DIESEL,semiAutomatic,BLACK,17900,34281,0.7196005117,4
EK69MXD,SEAT,IBIZA,5-6 years old,hatchback,PETROL,manual,BLUE,12000,30492,0.773818125,5
VK21BND,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,10800,14109,0.7807076729,5
ST72XBS,SEAT,ARONA,0-2 years old,suv,PETROL,manual,BLUE,13390,35742,0.4277293269,8
GX70RHK,MERCEDES-BENZ,A-CLASS,3-4 years old,hatchback,PETROL,manual,BLACK,15500,32417,0.796525978,5
AP22FZU,BMW,X1,3-4 years old,suv,DIESEL,semiAutomatic,BLUE,25900,28889,0.675536479,8
CF19HRR,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,GREY,10300,38328,0.3676533662,5
ET67SCX,FORD,FIESTA,7-8 years old,hatchback,PETROL,manual,BLACK,9500,23601,0.5885436695,5
SM20AUV,FORD,FOCUS,3-4 years old,hatchback,PETROL,manual,GREY,12500,22719,0.7566815442,5
NG71FYR,PEUGEOT,E-208,3-4 years old,hatchback,ELECTRIC,automatic,RED,11580,21714,0.6425736106,5
FN71NYU,KIA,STONIC,3-4 years old,suv,PETROL,manual,WHITE,12500,25467,0.721618098,8
