VRM,MAKE,MODEL,AGE_GROUP,BODY_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,COLOUR,PRICE,MILEAGE,RETAIL_DESIRABILITY_SCORE,PASSENGERS
AV20DXX,MINI,CONVERTIBLE,3-4 years old,convertible,PETROL,semiAutomatic,SILVER,18950,41637,0.5196508332,4
LL70ESY,PEUGEOT,2008,3-4 years old,suv,PETROL,manual,ORANGE,13300,42217,0.51914916,8
J24AWN,RENAULT,MEGANE,7-8 years old,hatchback,DIESEL,manual,GREY,8900,49567,0.4976215335,5
YE69VLJ,SEAT,ATECA,5-6 years old,suv,PETROL,semiAutomatic,RED,17620,9611,0.7672966502,8
YE21JBX,AUDI,Q5,3-4 years old,suv,DIESEL,semiAutomatic,GREY,25400,51713,0.5379685706,8
MM22JJV,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,GREY,16850,34398,0.6768552323,8
YY22EZN,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,GREY,20300,34089,0.7132848609,8
KN22XFS,VAUXHALL,MOKKA-E,3-4 years old,suv,ELECTRIC,automatic,BLACK,12800,20585,0.8684809309,8
NV21XXD,MINI,HATCHBACK,3-4 years old,hatchback,ELECTRIC,automatic,RED,12900,15492,0.9646294913,5
PK22AUO,BMW,X2,3-4 years old,suv,PETROL,semiAutomatic,BLACK,20550,36078,0.6218748892,8
CU18UJD,VOLKSWAGEN,POLO,7-8 years old,hatchback,PETROL,manual,ORANGE,10900,45556,0.763932549,5
FG71VUR,KIA,SPORTAGE,3-4 years old,suv,DIESEL,manual,WHITE,15350,34054,0.8806928511,8
EX71XWD,FORD,PUMA,3-4 years old,suv,PETROL,manual,WHITE,14000,28763,0.337840254,8
SD18VCL,AUDI,TT,7-8 years old,coupe,PETROL,semiAutomatic,GREY,17400,42371,0.4512755794,4
MT67OMK,NISSAN,MICRA,7-8 years old,hatchback,PETROL,manual,ORANGE,7350,60941,0.4358061349,5
ML71SNJ,MINI,COUNTRYMAN,3-4 years old,suv,PETROL,semiAutomatic,GREY,22390,21177,0.7492885164,8
DY67JYH,VAUXHALL,MOKKA X,7-8 years old,suv,PETROL,manual,WHITE,7850,56085,0.5260743924,8
LS22WWJ,PEUGEOT,208,3-4 years old,hatchback,DIESEL,manual,GREY,14900,11031,0.5809577274,5
SW73CWU,NISSAN,QASHQAI,0-2 years old,suv,PETROL,manual,GREY,19950,19524,0.7330659407,8
KF19ORG,AUDI,A6,5-6 years old,saloon,DIESEL,semiAutomatic,GREY,22300,50038,0.3221346587,5
NJ68YTA,SEAT,IBIZA,5-6 years old,hatchback,PETROL,manual,SILVER,11400,35662,0.5122154456,5
GJ67UAL,RENAULT,CLIO,7-8 years old,hatchback,PETROL,manual,WHITE,9300,17063,0.6457279516,5
BA18XGH,VAUXHALL,CORSA,7-8 years old,hatchback,PETROL,manual,RED,7330,37172,0.7577657658,5
FV21ATZ,MERCEDES-BENZ,E-CLASS,3-4 years old,estate,DIESEL,semiAutomatic,GREY,25400,72985,0.2345895683,7
YP22XAG,VOLVO,C40,3-4 years old,suv,ELECTRIC,automatic,BLUE,26900,22803,0.4199865265,8
YE21VUF,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,manual,BLUE,17800,19347,0.4528170029,8
CP72KCK,VOLKSWAGEN,T-CROSS,0-2 years old,suv,PETROL,automatic,ORANGE,17090,25513,0.5436547722,8
FD21XPN,AUDI,A3,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,22230,18029,0.8396040997,5
T80JDE,VAUXHALL,ADAM,7-8 years old,hatchback,PETROL,manual,BLACK,9050,16059,0.4523015184,5
VF21LCT,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,BLACK,14200,28372,0.7818902831,5
RA19EBC,PEUGEOT,3008,5-6 years old,suv,PETROL,manual,WHITE,12150,54603,0.6499360062,8
OV22WMD,JAGUAR,I-PACE,3-4 years old,suv,ELECTRIC,automatic,BLACK,20750,50795,0.7460899293,8
DU72HNJ,TOYOTA,AYGO X,0-2 years old,hatchback,PETROL,manual,BEIGE,12050,15918,0.6589083421,5
WD19ZVL,FORD,FOCUS,5-6 years old,hatchback,PETROL,manual,WHITE,10150,54894,0.6663431568,5
SL22BVE,FORD,PUMA,3-4 years old,suv,PETROL,manual,GREY,15900,20255,0.7128731303,8
WM71CVW,AUDI,A4,3-4 years old,saloon,PETROL,semiAutomatic,WHITE,17300,39883,0.8919000768,5
GF22LXC,FORD,PUMA,3-4 years old,suv,PETROL,manual,SILVER,15200,30729,0.7128731303,8
DL21ULK,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLACK,11250,28107,0.6659106134,5
VU23XUK,CITROEN,C3 AIRCROSS,0-2 years old,suv,PETROL,manual,GREY,12900,19568,0.6476655221,8
AK23BHP,NISSAN,LEAF,0-2 years old,hatchback,ELECTRIC,automatic,WHITE,13300,5894,0.3962476314,5
FM21LTZ,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,BLUE,10430,46727,0.5574629815,8
WR19OKT,NISSAN,X-TRAIL,5-6 years old,suv,DIESEL,manual,BLACK,14050,50078,0.7056940871,8
EA67PSO,RENAULT,CAPTUR,7-8 years old,suv,PETROL,manual,BLUE,9400,31376,0.6259984688,8
SV19BRB,AUDI,A1,5-6 years old,hatchback,PETROL,semiAutomatic,BLACK,14610,61411,0.5148753511,5
DX71BXZ,BMW,3 SERIES,3-4 years old,saloon,PETROLPLUGINELECTRICHYBRID,semiAutomatic,WHITE,25300,25992,0.7855799243,5
FE18GAO,FORD,KUGA,7-8 years old,suv,DIESEL,manual,GREY,13200,62321,0.7792094554,8
YB70BKN,SEAT,CUPRA ATECA,3-4 years old,suv,PETROL,semiAutomatic,GREY,22400,44839,0.694228121,8
EF19MXG,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,BLACK,9200,41294,0.7436463026,5
AP22FMF,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,BLACK,13900,11524,0.5868002265,8
SV68JJO,SUZUKI,VITARA,5-6 years old,suv,PETROL,manual,WHITE,10400,35492,0.4453536245,8
VE22AFX,VAUXHALL,CORSA-E,3-4 years old,hatchback,ELECTRIC,automatic,BLUE,10750,34551,0.7385442986,5
NG71UTU,VOLVO,XC40,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,RED,23400,36370,0.8771427518,8
FG22XDF,AUDI,Q2,3-4 years old,suv,DIESEL,semiAutomatic,GREY,21200,22064,0.5094374609,8
BD22YBS,AUDI,A4 AVANT,3-4 years old,estate,PETROL,semiAutomatic,BLUE,20900,53669,0.60815466,7
SG21WBH,HYUNDAI,KONA,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLACK,16390,25594,0.5904022029,8
HJ22XFG,AUDI,A3,3-4 years old,hatchback,PETROL,manual,GREY,19940,18008,0.7773953858,5
DF70DCZ,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,semiAutomatic,BLACK,23800,24322,0.7643419923,8
WF22HBJ,KIA,E-NIRO,3-4 years old,suv,ELECTRIC,automatic,BLACK,13000,42185,0.8876976893,8
DV66KXO,RENAULT,CAPTUR,7-8 years old,suv,DIESEL,manual,GREY,7100,57974,0.3223848166,8
HJ22NYB,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,WHITE,15700,13995,0.5906678598,5
MF22VXE,CITROEN,C4,3-4 years old,hatchback,PETROL,manual,RED,13400,29893,0.6525829806,5
AO71VRF,MINI,HATCHBACK,3-4 years old,hatchback,PETROL,manual,GREY,14800,28347,0.9014195463,5
PJ22KLM,MERCEDES-BENZ,A-CLASS,3-4 years old,saloon,PETROL,semiAutomatic,BLUE,18600,40851,0.5409469791,5
MJ22UNP,PEUGEOT,E-2008,3-4 years old,suv,ELECTRIC,automatic,WHITE,13900,15128,0.7751108846,8
ML68GCZ,KIA,SPORTAGE,5-6 years old,suv,PETROL,manual,BLACK,12350,55278,0.8327527567,8
CP17KFF,MAZDA,MAZDA2,7-8 years old,hatchback,PETROL,manual,SILVER,9200,18309,0.5463859142,5
OU22ZKJ,NISSAN,JUKE,3-4 years old,suv,PETROL,manual,WHITE,12700,40315,0.6673581562,8
LN67YJF,AUDI,A1,7-8 years old,hatchback,PETROL,semiAutomatic,BLUE,12450,43450,0.6925027087,5
CV22TGN,HYUNDAI,KONA,3-4 years old,suv,ELECTRIC,automatic,GREY,12850,74374,0.6048001615,8
AF19ECT,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,RED,8750,26226,0.8512996345,5
YS70YDP,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,BLUE,11600,33530,0.7268279387,5
PK67HHU,VAUXHALL,CORSA,7-8 years old,hatchback,PETROL,manual,WHITE,8550,12511,0.5381313384,5
YL20BMO,JAGUAR,F-PACE,5-6 years old,suv,DIESEL,automatic,WHITE,21400,56869,0.7445665896,8
RO20LHG,SEAT,TARRACO,5-6 years old,suv,PETROL,manual,GREEN,17900,50566,0.7550965096,8
YH20FPT,BMW,3 SERIES,5-6 years old,saloon,DIESEL,semiAutomatic,BLUE,21200,40295,0.5288129285,5
BG69XZL,PEUGEOT,208,5-6 years old,hatchback,DIESEL,manual,GREY,9000,34648,0.6303452856,5
KR73JYO,CITROEN,C5 X,0-2 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,19850,11524,0.1161663991,8
VK71DYV,SKODA,KAMIQ,3-4 years old,suv,PETROL,manual,BLUE,15900,13668,0.6649937122,8
MJ21ONM,BMW,1 SERIES,3-4 years old,hatchback,DIESEL,manual,RED,15190,70588,0.7381958215,5
FV22KAK,NISSAN,QASHQAI,3-4 years old,suv,PETROL,manual,BLACK,18490,17986,0.6262746266,8
SK69FPC,TOYOTA,COROLLA,5-6 years old,hatchback,PETROL,manual,WHITE,13800,29893,0.3528558719,5
RE72XSW,AUDI,TT,0-2 years old,coupe,PETROL,semiAutomatic,WHITE,25400,20580,0.5510498152,4
YR23FMJ,AUDI,A1,0-2 years old,hatchback,PETROL,manual,BLACK,17910,8376,0.8330010305,5
BD20XRS,AUDI,A4 AVANT,5-6 years old,estate,PETROL,semiAutomatic,WHITE,18350,66869,0.5962044339,7
MX71UKT,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,RED,11230,13138,0.4641935568,5
MJ21TXD,SKODA,KAROQ,3-4 years old,suv,PETROL,automatic,GREY,19930,37135,0.7692253029,8
FL68ZRV,TOYOTA,YARIS,5-6 years old,hatchback,PETROLELECTRICHYBRID,automatic,SILVER,11600,35908,0.6516024815,5
DS21WLK,NISSAN,LEAF,3-4 years old,hatchback,ELECTRIC,automatic,GREY,9200,33863,0.7157433916,5
BK19XBM,KIA,SPORTAGE,5-6 years old,suv,PETROL,automatic,BLUE,18910,24225,0.6641198368,8
NA20LVU,AUDI,A1,5-6 years old,hatchback,PETROL,manual,BLACK,16700,20429,0.7332015042,5
SV21RKE,VOLKSWAGEN,ID.3,3-4 years old,hatchback,ELECTRIC,automatic,BLUE,13100,35798,0.8446494717,5
BT22NNY,RENAULT,ARKANA,3-4 years old,suv,PETROLELECTRICHYBRID,semiAutomatic,BLACK,15900,27255,0.7307925943,8
BW23WBL,NISSAN,JUKE,0-2 years old,suv,PETROLELECTRICHYBRID,automatic,GREY,19150,14769,0.488577497,8
DG22ECD,SEAT,LEON,3-4 years old,estate,PETROL,manual,BLUE,12200,65121,0.6901605879,7
RY21BVG,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,BLACK,13650,34581,0.8941247425,5
CN18VYO,RENAULT,CLIO,7-8 years old,hatchback,PETROL,manual,RED,9100,15749,0.6457279516,5
HJ22PCV,TOYOTA,C-HR,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,GREY,16650,70517,0.632001864,8
MF21RDU,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,BLACK,10750,27237,0.7580797784,5
LD71KSK,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,BLUE,12460,10489,0.5868002265,8
BG22PUA,LAND ROVER,RANGE ROVER VELAR,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,SILVER,33750,39952,0.4809585166,8
YL69SZC,BMW,5 SERIES,5-6 years old,saloon,DIESEL,semiAutomatic,BLUE,19860,59405,0.3729662877,5
CU68LSO,MAZDA,MAZDA6,5-6 years old,saloon,PETROL,manual,WHITE,15250,25004,0.717510959,5
EF70CWX,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,SILVER,13100,31654,0.8941247425,5
BD70HYO,TOYOTA,COROLLA TOURING SPORT,3-4 years old,estate,PETROLELECTRICHYBRID,automatic,BLACK,15050,56470,0.8441437952,7
MA20MXZ,HYUNDAI,I10,5-6 years old,hatchback,PETROL,manual,WHITE,8400,44402,0.6373175865,5
SB71YCP,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,BLACK,11580,20875,0.5868002265,8
VK72MJY,AUDI,A3,0-2 years old,saloon,PETROL,manual,BLACK,22060,19855,0.6180361771,5
ND72CUC,FIAT,500E,0-2 years old,hatchback,ELECTRIC,automatic,WHITE,10200,16497,0.8233650694,5
YP20MTJ,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,BLUE,11950,24829,0.5106288767,5
KO21UTU,FORD,KUGA,3-4 years old,suv,DIESEL,semiAutomatic,SILVER,14960,60009,0.7608745204,8
LL23TSY,AUDI,A1,0-2 years old,hatchback,PETROL,manual,GREY,18900,8102,0.7318844269,5
DE23VJD,AUDI,Q4 E-TRON,0-2 years old,suv,ELECTRIC,automatic,BLACK,25900,27833,0.6872657568,8
DL72XRZ,VAUXHALL,CORSA-E,0-2 years old,hatchback,ELECTRIC,automatic,RED,12800,22042,0.5859973738,5
ST67NBB,KIA,VENGA,7-8 years old,mpv,DIESEL,manual,SILVER,7100,66330,0.2920203849,8
BJ22FGN,PEUGEOT,3008,3-4 years old,suv,PETROL,semiAutomatic,BLUE,17900,50830,0.6674136492,8
HN18BXD,RENAULT,CAPTUR,7-8 years old,suv,DIESEL,manual,SILVER,7550,71666,0.5776494622,8
NV17OTL,KIA,PICANTO,7-8 years old,hatchback,PETROL,automatic,SILVER,10600,28727,0.6758470365,5
BG19GPF,MG,MG3,5-6 years old,hatchback,PETROL,manual,RED,8300,36953,0.7131827571,5
FE69KAJ,HYUNDAI,TUCSON,5-6 years old,suv,PETROL,manual,BLUE,12650,38841,0.7231668933,8
FY72PFK,TOYOTA,C-HR,0-2 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,18390,15604,0.8159571805,8
MD21SXO,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,WHITE,19250,39711,0.8603212192,5
KJ21JLU,VOLKSWAGEN,UP!,3-4 years old,hatchback,PETROL,manual,BLACK,10000,22819,0.6788643165,5
MM21RZB,AUDI,Q5,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLUE,23500,75531,0.4297164213,8
SJ69RVC,VOLKSWAGEN,TIGUAN,5-6 years old,suv,DIESEL,semiAutomatic,BLACK,19300,76324,0.6425439197,8
CK71LGZ,RENAULT,CLIO,3-4 years old,hatchback,PETROL,manual,BLACK,11900,31376,0.7388215128,5
MA21FGK,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,GREY,10150,28752,0.6590438491,5
DV20DTU,KIA,NIRO,5-6 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,17300,26741,0.6299460484,8
DV21WYB,NISSAN,LEAF,3-4 years old,hatchback,ELECTRIC,automatic,RED,9890,12245,0.7157433916,5
WD69BVP,MERCEDES-BENZ,GLC COUPE,5-6 years old,suv,DIESEL,semiAutomatic,BLACK,32450,18979,0.4860395011,8
DE22JWN,SEAT,ARONA,3-4 years old,suv,PETROL,manual,GREEN,16200,16213,0.2504454654,8
PJ22FFH,RENAULT,ARKANA,3-4 years old,suv,PETROLELECTRICHYBRID,semiAutomatic,GREY,12900,71045,0.7374737054,8
SW68TLJ,BMW,X3,5-6 years old,suv,DIESEL,semiAutomatic,WHITE,21000,60503,0.559691123,8
VK19WPA,VOLKSWAGEN,GOLF,5-6 years old,hatchback,PETROL,semiAutomatic,WHITE,20900,35349,0.6468223823,5
EA22OXW,TOYOTA,C-HR,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,GREY,16900,31747,0.8159571805,8
BP70VOH,AUDI,A3,3-4 years old,saloon,PETROL,manual,WHITE,18800,23482,0.7754330207,5
HV17FBC,VAUXHALL,VIVA,7-8 years old,hatchback,PETROL,manual,GREEN,6200,44779,0.575547048,5
RJ21FPO,MERCEDES-BENZ,C-CLASS,3-4 years old,saloon,DIESELPLUGINELECTRICHYBRID,semiAutomatic,GREY,17600,48185,0.8729164463,5
BN73NTD,VAUXHALL,GRANDLAND,0-2 years old,suv,DIESEL,automatic,GREY,21750,7722,0.1852360572,8
MD70AEX,MINI,HATCHBACK,3-4 years old,hatchback,PETROL,semiAutomatic,SILVER,16930,27094,0.787123148,5
AP21LFT,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,SILVER,15450,16472,0.6007810036,5
ML70EWF,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,BLACK,12300,24948,0.7065676714,5
LJ23FGS,VAUXHALL,MOKKA-E,0-2 years old,suv,ELECTRIC,automatic,BLACK,15150,13743,0.5779513915,8
GJ68YKS,DACIA,DUSTER,5-6 years old,suv,DIESEL,manual,GREY,8950,41600,0.5262314071,8
BK17HLP,VAUXHALL,CROSSLAND X,7-8 years old,suv,PETROL,manual,BLACK,8500,42178,0.5340918252,8
SG67LKD,VAUXHALL,ASTRA,7-8 years old,hatchback,DIESEL,manual,WHITE,8100,55870,0.6819236804,5
CJ22FBC,CITROEN,C4,0-2 years old,hatchback,PETROL,semiAutomatic,GREY,15550,14103,0.8144397722,5
LS23KKJ,MAZDA,MAZDA2,0-2 years old,hatchback,PETROL,automatic,BLACK,15200,27710,0.689901619,5
AF21ZTK,FORD,FOCUS,3-4 years old,estate,DIESEL,automatic,WHITE,11150,71109,0.6965262987,7
LR22LWP,VOLKSWAGEN,ID.3,3-4 years old,hatchback,ELECTRIC,automatic,GREY,14400,12226,0.8690071182,5
CP17OSF,MITSUBISHI,ASX,7-8 years old,suv,PETROL,manual,BROWN,7700,70581,0.6859109867,8
BP74TFA,FORD,FOCUS,0-2 years old,hatchback,PETROL,manual,WHITE,19500,2429,0.4948033148,5
MX22TEJ,FORD,KUGA,3-4 years old,suv,DIESEL,semiAutomatic,GREY,18700,25289,0.7608745204,8
FN66VUB,MAZDA,MAZDA3,7-8 years old,hatchback,PETROL,manual,BLUE,8500,51131,0.2683528602,5
SD69BYZ,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,RED,10200,12801,0.7606693874,5
EY19FKN,FIAT,500L,5-6 years old,hatchback,PETROL,manual,BRONZE,9260,46427,0.5501659015,5
VE71TOV,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,manual,GREY,18490,14994,0.8281509949,8
YY21TWJ,SEAT,ARONA,3-4 years old,suv,PETROL,semiAutomatic,WHITE,14900,14161,0.6730466643,8
VX22NKP,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,WHITE,18900,25190,0.6692106179,8
RJ19JEU,RENAULT,CLIO,5-6 years old,hatchback,PETROL,manual,WHITE,9350,33892,0.7332459175,5
FP18UAL,HYUNDAI,TUCSON,7-8 years old,suv,PETROL,manual,SILVER,10850,42272,0.804367132,8
YE18VWK,SEAT,ARONA,7-8 years old,suv,PETROL,manual,WHITE,10000,58175,0.4291198908,8
LD19ULU,FORD,KUGA,5-6 years old,suv,DIESEL,manual,GREY,11850,51172,0.6874818408,8
DS71FAJ,NISSAN,LEAF,3-4 years old,hatchback,ELECTRIC,automatic,GREY,10000,27221,0.6456046578,5
EK22VGZ,FORD,PUMA,3-4 years old,suv,PETROL,semiAutomatic,BLACK,14840,33259,0.6139146542,8
MA71URB,PEUGEOT,3008,3-4 years old,suv,PETROL,semiAutomatic,BLACK,17050,56837,0.6674136492,8
NG73LRE,BMW,2 SERIES GRAN COUPE,0-2 years old,saloon,PETROL,semiAutomatic,BLUE,24350,17158,0.7521703275,5
WR22HKO,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,manual,WHITE,16000,19785,0.8035962493,8
SG17PLT,KIA,CEED,7-8 years old,hatchback,PETROL,manual,RED,10600,29349,0.6006932659,5
FP71NCZ,KIA,SPORTAGE,3-4 years old,suv,DIESEL,automatic,GREY,20400,23525,0.7226617053,8
LM68AWA,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,semiAutomatic,BLUE,11200,45008,0.7968198547,5
BP73UOL,MAZDA,MAZDA2,0-2 years old,hatchback,PETROL,manual,GREY,14440,17954,0.4726354206,5
BF72PNV,TOYOTA,YARIS,0-2 years old,hatchback,PETROLELECTRICHYBRID,automatic,GREY,16100,14443,0.5114324958,5
ML22OXH,JAGUAR,F-PACE,3-4 years old,suv,DIESEL,automatic,BLUE,31200,60024,0.2706032788,8
YE72KHC,VOLKSWAGEN,GOLF,0-2 years old,hatchback,DIESEL,semiAutomatic,GREY,17750,54041,0.6338802762,5
DX22XLG,CUPRA,FORMENTOR,3-4 years old,suv,PETROL,manual,BLACK,20390,17537,0.7207754703,8
GC18FME,VOLKSWAGEN,GOLF,7-8 years old,hatchback,PETROL,manual,RED,19570,36815,0.7832516909,5
LR69YVY,MERCEDES-BENZ,CLA,5-6 years old,coupe,PETROL,semiAutomatic,WHITE,21850,19854,0.770713062,4
NA70AFJ,AUDI,A1,3-4 years old,hatchback,PETROL,manual,BLUE,15000,36218,0.8330010305,5
PY21BNV,AUDI,A1,3-4 years old,hatchback,PETROL,manual,GREY,15500,53539,0.6677291103,5
AJ18FDO,AUDI,Q3,7-8 years old,suv,PETROL,manual,SILVER,14000,74493,0.7492456525,8
YJ69DKR,TOYOTA,YARIS,5-6 years old,hatchback,PETROLELECTRICHYBRID,automatic,WHITE,11090,38360,0.6473140938,5
DA72JHK,SKODA,OCTAVIA,0-2 years old,hatchback,PETROL,manual,BLUE,14900,24347,0.449998147,5
ML21CXO,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,WHITE,14500,27049,0.5005269956,5
CU71VKT,TOYOTA,C-HR,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLACK,16350,31908,0.8159571805,8
BV22OLO,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,manual,GREY,14500,42534,0.8035962493,8
SM69JRZ,BMW,3 SERIES,5-6 years old,saloon,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLUE,16400,75824,0.8917063503,5
VE21FVC,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,semiAutomatic,WHITE,22400,42325,0.7643419923,8
YT70NBG,PEUGEOT,108 TOP,3-4 years old,hatchback,PETROL,manual,WHITE,8400,11319,0.4649724746,5
GV70SZO,MERCEDES-BENZ,C-CLASS,3-4 years old,coupe,PETROL,semiAutomatic,GREY,22890,13871,0.8752836166,4
DE71UHO,SEAT,LEON,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,14900,50463,0.9020167556,7
AO20ZNP,VAUXHALL,CROSSLAND X,5-6 years old,suv,PETROL,manual,WHITE,9650,30005,0.6448362169,8
WK69WRE,SEAT,IBIZA,5-6 years old,hatchback,PETROL,manual,SILVER,11550,41302,0.9335962534,5
VO21ZPK,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,WHITE,12050,23729,0.5697411791,5
NA69BVM,VOLKSWAGEN,POLO,5-6 years old,hatchback,PETROL,semiAutomatic,BLUE,14100,23313,0.8300341779,5
KU66ZXF,FIAT,500,7-8 years old,hatchback,PETROL,manual,WHITE,6750,29887,0.6629947694,5
WD19VTW,SEAT,ATECA,5-6 years old,suv,DIESEL,manual,BLACK,13450,37098,0.5793629246,8
BF23OHZ,SKODA,KAMIQ,0-2 years old,suv,PETROL,manual,BLUE,14750,27934,0.764649084,8
DE22BYJ,VOLKSWAGEN,ID.3,3-4 years old,hatchback,ELECTRIC,automatic,GREY,15900,18792,0.8075787482,5
SH19FEU,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,BLUE,8900,43813,0.7074737961,5
OY22TNO,MG,ZS EV,3-4 years old,suv,ELECTRIC,automatic,BLACK,13700,53970,0.6280086866,8
KN20WOR,VOLVO,S90,3-4 years old,saloon,PETROL,semiAutomatic,BLUE,16070,59648,0.7114876238,5
KS19BUU,MERCEDES-BENZ,A-CLASS,5-6 years old,hatchback,DIESEL,semiAutomatic,WHITE,17400,25000,0.7162976879,5
SC71LSD,BMW,X1,3-4 years old,suv,PETROL,semiAutomatic,BLACK,21850,31441,0.7997110096,8
BT22KWS,FORD,FOCUS,3-4 years old,estate,DIESEL,automatic,WHITE,19400,17633,0.4849967249,7
AX67CYE,VOLKSWAGEN,GOLF,7-8 years old,hatchback,DIESEL,manual,BLACK,10250,78714,0.7204382745,5
EX71WTF,PEUGEOT,208,3-4 years old,hatchback,PETROL,manual,RED,13150,19870,0.5780245855,5
FL22HHW,KIA,SPORTAGE,3-4 years old,suv,PETROL,manual,GREY,18700,19280,0.8062824805,8
BJ69ZDC,NISSAN,QASHQAI,5-6 years old,suv,PETROL,semiAutomatic,BLUE,17060,29655,0.6222346622,8
DL70MYO,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,WHITE,10350,25559,0.7807076729,5
GL22AKG,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,BLUE,18500,54011,0.7132848609,8
PJ22OZS,BMW,2 SERIES GRAN COUPE,3-4 years old,saloon,PETROL,manual,BLUE,18300,51143,0.7787307211,5
KS21HDC,PEUGEOT,208,3-4 years old,hatchback,PETROL,manual,GREY,13000,29358,0.7577618165,5
YH70UVJ,AUDI,A3,3-4 years old,hatchback,PETROL,manual,BLACK,18800,21143,0.7773953858,5
MJ18JOA,SEAT,ATECA,7-8 years old,suv,PETROL,manual,BLUE,13650,24612,0.574650651,8
DG22CVO,SEAT,ATECA,3-4 years old,suv,PETROL,manual,WHITE,18200,20136,0.612215839,8
DF23XPS,CUPRA,BORN,0-2 years old,hatchback,ELECTRIC,automatic,GREY,17750,25527,0.7540722133,5
PJ68LML,CITROEN,C3,5-6 years old,hatchback,PETROL,manual,BLACK,8700,36155,0.732749123,5
WG22NWH,VAUXHALL,CROSSLAND,3-4 years old,suv,DIESEL,manual,GREY,13900,19008,0.387518262,8
CX73YRL,FORD,PUMA,0-2 years old,suv,PETROL,semiAutomatic,BLUE,17750,13868,0.6139146542,8
SD22TZZ,NISSAN,QASHQAI,3-4 years old,suv,PETROL,manual,BLUE,16400,17586,0.8094125198,8
SY21XKC,FORD,PUMA,3-4 years old,suv,PETROL,manual,BLUE,15200,24667,0.6526485189,8
KW72ULK,RENAULT,CAPTUR,0-2 years old,suv,PETROL,manual,BLUE,13950,19338,0.5969967901,8
YH22XYU,VAUXHALL,CROSSLAND,3-4 years old,suv,DIESEL,manual,GREY,11390,42349,0.387518262,8
MC21HXH,SKODA,KAROQ,3-4 years old,suv,PETROL,automatic,WHITE,19900,40085,0.7692253029,8
YF69ZCL,BMW,M4,5-6 years old,coupe,PETROL,semiAutomatic,BLACK,28900,52816,0.7078228369,4
BP21WHK,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,RED,11960,55208,0.7191443889,5
MC21LDX,FORD,FOCUS,3-4 years old,hatchback,DIESEL,manual,WHITE,12450,54749,0.8789782053,5
